payment_id,customer_id,decision_number,decision_type,selected_action,failure_class,reasons,probabilities,expected_values,fallback_used,risk_checks_passed,policy_version,dry_run
TXN0000108405,C004719,1,fallback,payment_link,customer_decline,"[""decision_uncertain"", ""expected_value_margin:4.515473186969757"", ""probability_margin:0.04202157258987427""]","{""escalate_to_merchant"": 0.47112867, ""payment_link"": 0.64610362, ""retry_payment"": 0.5662393, ""whatsapp_reminder"": 0.60408205}","{""escalate_to_merchant"": 50.85, ""payment_link"": 93.02, ""retry_payment"": 88.16, ""whatsapp_reminder"": 88.51}",True,True,recovery_policy_v3,True
TXN0000082892,C003977,1,allow,payment_link,technical_retryable,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:53.63"", ""probability_margin:0.07199377""]","{""escalate_to_merchant"": 0.45696405, ""payment_link"": 0.64119452, ""retry_payment"": 0.56920075, ""whatsapp_reminder"": 0.61733741}","{""escalate_to_merchant"": 366.16, ""payment_link"": 537.86, ""retry_payment"": 484.24, ""whatsapp_reminder"": 519.69}",False,True,recovery_policy_v3,True
TXN0000082892,C003977,2,fallback,retry_payment,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.45696405, ""payment_link"": 0.64119452, ""retry_payment"": 0.56920075, ""whatsapp_reminder"": 0.61733741}","{""escalate_to_merchant"": 366.16, ""payment_link"": 532.86, ""retry_payment"": 484.24, ""whatsapp_reminder"": 519.69}",True,True,recovery_policy_v3,True
TXN0000082161,C006925,1,allow,payment_link,technical_retryable,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:76.36"", ""probability_margin:0.05886918""]","{""escalate_to_merchant"": 0.36693043, ""payment_link"": 0.57530659, ""retry_payment"": 0.51643741, ""whatsapp_reminder"": 0.58509344}","{""escalate_to_merchant"": 500.81, ""payment_link"": 813.41, ""retry_payment"": 737.05, ""whatsapp_reminder"": 829.69}",False,True,recovery_policy_v3,True
TXN0000181164,C001738,1,allow,payment_link,technical_retryable,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:159.11"", ""probability_margin:0.06280118""]","{""escalate_to_merchant"": 0.40186146, ""payment_link"": 0.60282916, ""retry_payment"": 0.54002798, ""whatsapp_reminder"": 0.58263367}","{""escalate_to_merchant"": 1044.35, ""payment_link"": 1593.13, ""retry_payment"": 1434.01, ""whatsapp_reminder"": 1541.64}",False,True,recovery_policy_v3,True
TXN0000181164,C001738,2,fallback,retry_payment,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.40186146, ""payment_link"": 0.60282916, ""retry_payment"": 0.54002798, ""whatsapp_reminder"": 0.58263367}","{""escalate_to_merchant"": 1044.35, ""payment_link"": 1588.13, ""retry_payment"": 1434.01, ""whatsapp_reminder"": 1541.64}",True,True,recovery_policy_v3,True
TXN0000014662,C003535,1,fallback,whatsapp_reminder,customer_decline,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.48879808, ""payment_link"": 0.63898081, ""retry_payment"": 0.59776843, ""whatsapp_reminder"": 0.59346539}","{""escalate_to_merchant"": 19.48, ""payment_link"": 47.15, ""retry_payment"": 51.4, ""whatsapp_reminder"": 45.26}",True,True,recovery_policy_v3,True
TXN0000155460,C001407,1,stop,,technical_retryable,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.50481963, ""payment_link"": 0.6674999, ""retry_payment"": 0.62492424, ""whatsapp_reminder"": 0.62685996}","{""escalate_to_merchant"": 1172.43, ""payment_link"": 1572.31, ""retry_payment"": 1479.32, ""whatsapp_reminder"": 1478.16}",False,False,recovery_policy_v3,True
TXN0000010586,C008286,1,stop,,authentication_required,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.59714377, ""payment_link"": 0.73623365, ""retry_payment"": 0.67951107, ""whatsapp_reminder"": 0.72895658}","{""escalate_to_merchant"": 104.58, ""payment_link"": 148.76, ""retry_payment"": 144.45, ""whatsapp_reminder"": 149.43}",False,False,recovery_policy_v3,True
TXN0000204178,C000932,1,stop,,technical_retryable,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.5100466, ""payment_link"": 0.70115036, ""retry_payment"": 0.62670052, ""whatsapp_reminder"": 0.66763312}","{""escalate_to_merchant"": 747.72, ""payment_link"": 1051.24, ""retry_payment"": 946.45, ""whatsapp_reminder"": 1002.71}",False,False,recovery_policy_v3,True
TXN0000118247,C003666,1,stop,,authentication_required,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.44852927, ""payment_link"": 0.64954817, ""retry_payment"": 0.60394645, ""whatsapp_reminder"": 0.65246385}","{""escalate_to_merchant"": 545.98, ""payment_link"": 815.87, ""retry_payment"": 765.82, ""whatsapp_reminder"": 821.84}",False,False,recovery_policy_v3,True
TXN0000229608,C006973,1,stop,,authentication_required,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.4628028, ""payment_link"": 0.68259782, ""retry_payment"": 0.64415449, ""whatsapp_reminder"": 0.70962507}","{""escalate_to_merchant"": 458.17, ""payment_link"": 701.63, ""retry_payment"": 669.5, ""whatsapp_reminder"": 732.1}",False,False,recovery_policy_v3,True
TXN0000171486,C009628,1,fallback,retry_payment,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:4.505126953125"", ""probability_margin:0.0059661865234375""]","{""escalate_to_merchant"": 0.59244621, ""payment_link"": 0.72866499, ""retry_payment"": 0.72269881, ""whatsapp_reminder"": 0.74958885}","{""escalate_to_merchant"": 1216.77, ""payment_link"": 1516.28, ""retry_payment"": 1511.78, ""whatsapp_reminder"": 1562.39}",True,True,recovery_policy_v3,True
TXN0000064104,C007585,1,fallback,whatsapp_reminder,customer_decline,"[""decision_uncertain"", ""expected_value_margin:3.1998053789138794"", ""probability_margin:0.004129588603973389""]","{""escalate_to_merchant"": 0.56698841, ""payment_link"": 0.692182, ""retry_payment"": 0.66942257, ""whatsapp_reminder"": 0.69631159}","{""escalate_to_merchant"": 105.41, ""payment_link"": 148.2, ""retry_payment"": 150.97, ""whatsapp_reminder"": 151.4}",True,True,recovery_policy_v3,True
TXN0000172853,C009309,1,allow,whatsapp_reminder,customer_decline,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:29.73"", ""probability_margin:0.04234838""]","{""escalate_to_merchant"": 0.53108454, ""payment_link"": 0.6918692, ""retry_payment"": 0.69311303, ""whatsapp_reminder"": 0.73421758}","{""escalate_to_merchant"": 319.67, ""payment_link"": 438.02, ""retry_payment"": 446.83, ""whatsapp_reminder"": 467.76}",False,True,recovery_policy_v3,True
TXN0000172853,C009309,2,fallback,payment_link,customer_decline,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.53108454, ""payment_link"": 0.6918692, ""retry_payment"": 0.69311303, ""whatsapp_reminder"": 0.73421758}","{""escalate_to_merchant"": 319.67, ""payment_link"": 438.02, ""retry_payment"": 446.83, ""whatsapp_reminder"": 452.76}",True,True,recovery_policy_v3,True
TXN0000051831,C007934,1,allow,payment_link,customer_decline,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:12.22"", ""probability_margin:0.01779357""]","{""escalate_to_merchant"": 0.34996209, ""payment_link"": 0.51306707, ""retry_payment"": 0.46749964, ""whatsapp_reminder"": 0.4952735}","{""escalate_to_merchant"": 259.52, ""payment_link"": 406.12, ""retry_payment"": 377.08, ""whatsapp_reminder"": 393.91}",False,True,recovery_policy_v3,True
TXN0000051831,C007934,2,fallback,whatsapp_reminder,customer_decline,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.34996209, ""payment_link"": 0.51306707, ""retry_payment"": 0.46749964, ""whatsapp_reminder"": 0.4952735}","{""escalate_to_merchant"": 259.52, ""payment_link"": 401.12, ""retry_payment"": 377.08, ""whatsapp_reminder"": 393.91}",True,True,recovery_policy_v3,True
TXN0000146044,C006961,1,stop,,customer_decline,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.57148659, ""payment_link"": 0.75950611, ""retry_payment"": 0.72662979, ""whatsapp_reminder"": 0.74263203}","{""escalate_to_merchant"": 475.05, ""payment_link"": 653.57, ""retry_payment"": 632.8, ""whatsapp_reminder"": 641.05}",False,False,recovery_policy_v3,True
TXN0000056223,C000950,1,fallback,retry_payment,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.49159831, ""payment_link"": 0.63961399, ""retry_payment"": 0.59311527, ""whatsapp_reminder"": 0.64535177}","{""escalate_to_merchant"": 69.88, ""payment_link"": 112.45, ""retry_payment"": 111.47, ""whatsapp_reminder"": 115.8}",True,True,recovery_policy_v3,True
TXN0000062411,C003164,1,fallback,whatsapp_reminder,customer_decline,"[""decision_uncertain"", ""expected_value_margin:6.177510023117065"", ""probability_margin:0.0024036169052124023""]","{""escalate_to_merchant"": 0.40785292, ""payment_link"": 0.58864385, ""retry_payment"": 0.54650307, ""whatsapp_reminder"": 0.59104747}","{""escalate_to_merchant"": 641.43, ""payment_link"": 950.84, ""retry_payment"": 889.99, ""whatsapp_reminder"": 957.02}",True,True,recovery_policy_v3,True
TXN0000068347,C000603,1,fallback,payment_link,customer_decline,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.45402572, ""payment_link"": 0.65057671, ""retry_payment"": 0.61447227, ""whatsapp_reminder"": 0.64498818}","{""escalate_to_merchant"": 828.57, ""payment_link"": 1212.08, ""retry_payment"": 1152.21, ""whatsapp_reminder"": 1203.83}",True,True,recovery_policy_v3,True
TXN0000191329,C003606,1,stop,,customer_decline,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.33000141, ""payment_link"": 0.45622823, ""retry_payment"": 0.44725275, ""whatsapp_reminder"": 0.51128185}","{""escalate_to_merchant"": 284.87, ""payment_link"": 417.4, ""retry_payment"": 416.97, ""whatsapp_reminder"": 471.34}",False,False,recovery_policy_v3,True
TXN0000243280,C006489,1,fallback,escalate_to_merchant,merchant_configuration,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.436553, ""payment_link"": 0.58913654, ""retry_payment"": 0.55033058, ""whatsapp_reminder"": 0.61303526}","{""escalate_to_merchant"": 70.17, ""payment_link"": 117.43, ""retry_payment"": 116.97, ""whatsapp_reminder"": 124.89}",True,True,recovery_policy_v3,True
TXN0000184665,C002155,1,fallback,retry_payment,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.42942157, ""payment_link"": 0.52231646, ""retry_payment"": 0.49106488, ""whatsapp_reminder"": 0.56776601}","{""escalate_to_merchant"": 15.8, ""payment_link"": 38.62, ""retry_payment"": 43.65, ""whatsapp_reminder"": 45.19}",True,True,recovery_policy_v3,True
TXN0000231968,C000626,1,fallback,retry_payment,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.53613877, ""payment_link"": 0.66073257, ""retry_payment"": 0.65915382, ""whatsapp_reminder"": 0.68288374}","{""escalate_to_merchant"": 89.73, ""payment_link"": 130.4, ""retry_payment"": 138.06, ""whatsapp_reminder"": 137.39}",True,True,recovery_policy_v3,True
TXN0000242207,C000658,1,stop,,technical_retryable,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.37453711, ""payment_link"": 0.58923984, ""retry_payment"": 0.50894451, ""whatsapp_reminder"": 0.54704881}","{""escalate_to_merchant"": 266.39, ""payment_link"": 447.43, ""retry_payment"": 392.96, ""whatsapp_reminder"": 416.85}",False,False,recovery_policy_v3,True
TXN0000143840,C008737,1,stop,,authentication_required,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.50603729, ""payment_link"": 0.63044262, ""retry_payment"": 0.59593439, ""whatsapp_reminder"": 0.65485978}","{""escalate_to_merchant"": -4.76, ""payment_link"": 14.22, ""retry_payment"": 20.84, ""whatsapp_reminder"": 17.44}",False,False,recovery_policy_v3,True
TXN0000172570,C007661,1,stop,,technical_retryable,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.57298106, ""payment_link"": 0.73462474, ""retry_payment"": 0.68485236, ""whatsapp_reminder"": 0.73974502}","{""escalate_to_merchant"": 420.21, ""payment_link"": 559.8, ""retry_payment"": 529.13, ""whatsapp_reminder"": 566.03}",False,False,recovery_policy_v3,True
TXN0000111127,C009956,1,fallback,retry_payment,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.50719404, ""payment_link"": 0.55572397, ""retry_payment"": 0.5657025, ""whatsapp_reminder"": 0.54926991}","{""escalate_to_merchant"": 17.6, ""payment_link"": 35.68, ""retry_payment"": 44.52, ""whatsapp_reminder"": 37.39}",True,True,recovery_policy_v3,True
TXN0000069376,C002375,1,stop,,technical_retryable,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.47835177, ""payment_link"": 0.624156, ""retry_payment"": 0.58225286, ""whatsapp_reminder"": 0.61535436}","{""escalate_to_merchant"": 395.47, ""payment_link"": 537.63, ""retry_payment"": 508.8, ""whatsapp_reminder"": 532.15}",False,False,recovery_policy_v3,True
TXN0000089598,C006139,1,fallback,whatsapp_reminder,authentication_required,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.48113677, ""payment_link"": 0.63385803, ""retry_payment"": 0.61764097, ""whatsapp_reminder"": 0.67111492}","{""escalate_to_merchant"": 122.23, ""payment_link"": 182.96, ""retry_payment"": 186.0, ""whatsapp_reminder"": 196.61}",True,True,recovery_policy_v3,True
TXN0000103154,C007007,1,stop,,customer_decline,"[""customer_opted_out""]","{""escalate_to_merchant"": 0.48643214, ""payment_link"": 0.6677109, ""retry_payment"": 0.63333893, ""whatsapp_reminder"": 0.68219888}","{""escalate_to_merchant"": 2577.41, ""payment_link"": 3561.25, ""retry_payment"": 3385.36, ""whatsapp_reminder"": 3641.01}",False,False,recovery_policy_v3,True
TXN0000068286,C002046,1,fallback,escalate_to_merchant,merchant_configuration,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.36583236, ""payment_link"": 0.4921999, ""retry_payment"": 0.42996252, ""whatsapp_reminder"": 0.52504557}","{""escalate_to_merchant"": 3222.49, ""payment_link"": 4358.26, ""retry_payment"": 3813.78, ""whatsapp_reminder"": 4652.08}",True,True,recovery_policy_v3,True
TXN0000124183,C007299,1,fallback,escalate_to_merchant,merchant_configuration,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.34235668, ""payment_link"": 0.5400728, ""retry_payment"": 0.49870351, ""whatsapp_reminder"": 0.56958258}","{""escalate_to_merchant"": 2096.58, ""payment_link"": 3335.83, ""retry_payment"": 3087.47, ""whatsapp_reminder"": 3520.95}",True,True,recovery_policy_v3,True
TXN0000111293,C005528,1,stop,,customer_decline,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.44098222, ""payment_link"": 0.52134359, ""retry_payment"": 0.50241286, ""whatsapp_reminder"": 0.59497643}","{""escalate_to_merchant"": 891.36, ""payment_link"": 1072.35, ""retry_payment"": 1041.01, ""whatsapp_reminder"": 1227.61}",False,False,recovery_policy_v3,True
TXN0000134966,C003540,1,fallback,retry_payment,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.59972775, ""payment_link"": 0.73709369, ""retry_payment"": 0.70452917, ""whatsapp_reminder"": 0.73073202}","{""escalate_to_merchant"": 326.44, ""payment_link"": 420.94, ""retry_payment"": 409.85, ""whatsapp_reminder"": 419.46}",True,True,recovery_policy_v3,True
TXN0000042622,C003565,1,allow,payment_link,technical_retryable,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:47.23"", ""probability_margin:0.02835441""]","{""escalate_to_merchant"": 0.46440607, ""payment_link"": 0.633394, ""retry_payment"": 0.6050396, ""whatsapp_reminder"": 0.66252404}","{""escalate_to_merchant"": 879.66, ""payment_link"": 1222.85, ""retry_payment"": 1175.62, ""whatsapp_reminder"": 1281.85}",False,True,recovery_policy_v3,True
TXN0000123708,C008867,1,fallback,whatsapp_reminder,authentication_required,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.43685424, ""payment_link"": 0.59645098, ""retry_payment"": 0.55336797, ""whatsapp_reminder"": 0.60062754}","{""escalate_to_merchant"": 224.44, ""payment_link"": 329.57, ""retry_payment"": 312.97, ""whatsapp_reminder"": 334.21}",True,True,recovery_policy_v3,True
TXN0000225091,C002479,1,fallback,retry_payment,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.41556802, ""payment_link"": 0.57486898, ""retry_payment"": 0.57372469, ""whatsapp_reminder"": 0.59696734}","{""escalate_to_merchant"": 537.26, ""payment_link"": 766.8, ""retry_payment"": 773.25, ""whatsapp_reminder"": 798.95}",True,True,recovery_policy_v3,True
TXN0000090561,C008893,1,fallback,payment_link,customer_decline,"[""decision_uncertain"", ""expected_value_margin:36.76445269584656"", ""probability_margin:0.011542737483978271""]","{""escalate_to_merchant"": 0.43708071, ""payment_link"": 0.60567576, ""retry_payment"": 0.58100158, ""whatsapp_reminder"": 0.59413302}","{""escalate_to_merchant"": 1452.33, ""payment_link"": 2036.18, ""retry_payment"": 1960.79, ""whatsapp_reminder"": 1999.42}",True,True,recovery_policy_v3,True
TXN0000090561,C008893,2,fallback,whatsapp_reminder,customer_decline,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.43708071, ""payment_link"": 0.60567576, ""retry_payment"": 0.58100158, ""whatsapp_reminder"": 0.59413302}","{""escalate_to_merchant"": 1452.33, ""payment_link"": 2031.18, ""retry_payment"": 1960.79, ""whatsapp_reminder"": 1999.42}",True,True,recovery_policy_v3,True
TXN0000090561,C008893,3,stop,,customer_decline,"[""no_eligible_positive_value_action"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.43708071, ""payment_link"": 0.60567576, ""retry_payment"": 0.58100158, ""whatsapp_reminder"": 0.59413302}","{""escalate_to_merchant"": 1452.33, ""payment_link"": 2031.18, ""retry_payment"": 1960.79, ""whatsapp_reminder"": 1984.42}",False,False,recovery_policy_v3,True
TXN0000133177,C006538,1,allow,payment_link,technical_retryable,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:153.34"", ""probability_margin:0.02342016""]","{""escalate_to_merchant"": 0.30619666, ""payment_link"": 0.52272719, ""retry_payment"": 0.49930704, ""whatsapp_reminder"": 0.525141}","{""escalate_to_merchant"": 2084.39, ""payment_link"": 3590.07, ""retry_payment"": 3436.73, ""whatsapp_reminder"": 3608.95}",False,True,recovery_policy_v3,True
TXN0000000684,C008860,1,allow,whatsapp_reminder,authentication_required,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:101.14"", ""probability_margin:0.02491438""]","{""escalate_to_merchant"": 0.33130014, ""payment_link"": 0.5468927, ""retry_payment"": 0.51331937, ""whatsapp_reminder"": 0.57180709}","{""escalate_to_merchant"": 1289.93, ""payment_link"": 2159.62, ""retry_payment"": 2034.36, ""whatsapp_reminder"": 2260.75}",False,True,recovery_policy_v3,True
TXN0000213407,C005688,1,fallback,retry_payment,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.40516332, ""payment_link"": 0.52560008, ""retry_payment"": 0.49263519, ""whatsapp_reminder"": 0.52604038}","{""escalate_to_merchant"": 41.04, ""payment_link"": 74.67, ""retry_payment"": 77.3, ""whatsapp_reminder"": 76.99}",True,True,recovery_policy_v3,True
TXN0000028885,C004356,1,allow,payment_link,customer_decline,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:74.85"", ""probability_margin:0.02397287""]","{""escalate_to_merchant"": 0.48491833, ""payment_link"": 0.69073004, ""retry_payment"": 0.63927901, ""whatsapp_reminder"": 0.66675717}","{""escalate_to_merchant"": 1534.5, ""payment_link"": 2210.39, ""retry_payment"": 2052.92, ""whatsapp_reminder"": 2135.54}",False,True,recovery_policy_v3,True
TXN0000153023,C007250,1,allow,payment_link,technical_retryable,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:326.53"", ""probability_margin:0.05664241""]","{""escalate_to_merchant"": 0.38997766, ""payment_link"": 0.59923112, ""retry_payment"": 0.54258871, ""whatsapp_reminder"": 0.59020227}","{""escalate_to_merchant"": 2278.21, ""payment_link"": 3528.06, ""retry_payment"": 3201.53, ""whatsapp_reminder"": 3476.98}",False,True,recovery_policy_v3,True
TXN0000153023,C007250,2,fallback,retry_payment,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.38997766, ""payment_link"": 0.59923112, ""retry_payment"": 0.54258871, ""whatsapp_reminder"": 0.59020227}","{""escalate_to_merchant"": 2278.21, ""payment_link"": 3523.06, ""retry_payment"": 3201.53, ""whatsapp_reminder"": 3476.98}",True,True,recovery_policy_v3,True
TXN0000150620,C001091,1,fallback,whatsapp_reminder,authentication_required,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.39492193, ""payment_link"": 0.45604518, ""retry_payment"": 0.46008408, ""whatsapp_reminder"": 0.46034735}","{""escalate_to_merchant"": 5.8, ""payment_link"": 24.57, ""retry_payment"": 32.89, ""whatsapp_reminder"": 27.16}",True,True,recovery_policy_v3,True
TXN0000020190,C008696,1,allow,whatsapp_reminder,authentication_required,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:40.08"", ""probability_margin:0.03216803""]","{""escalate_to_merchant"": 0.5441919, ""payment_link"": 0.68068391, ""retry_payment"": 0.680161, ""whatsapp_reminder"": 0.71285194}","{""escalate_to_merchant"": 614.97, ""payment_link"": 789.48, ""retry_payment"": 796.87, ""whatsapp_reminder"": 829.56}",False,True,recovery_policy_v3,True
TXN0000107522,C006170,1,fallback,payment_link,authentication_required,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.43469974, ""payment_link"": 0.649602, ""retry_payment"": 0.61403668, ""whatsapp_reminder"": 0.65562463}","{""escalate_to_merchant"": 1432.11, ""payment_link"": 2166.47, ""retry_payment"": 2055.25, ""whatsapp_reminder"": 2188.9}",True,True,recovery_policy_v3,True
TXN0000243264,C006239,1,fallback,escalate_to_merchant,merchant_configuration,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.531443, ""payment_link"": 0.70418662, ""retry_payment"": 0.64344293, ""whatsapp_reminder"": 0.67685342}","{""escalate_to_merchant"": 57.37, ""payment_link"": 98.15, ""retry_payment"": 96.73, ""whatsapp_reminder"": 96.16}",True,True,recovery_policy_v3,True
TXN0000029284,C005342,1,allow,whatsapp_reminder,customer_decline,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:42.27"", ""probability_margin:0.02966565""]","{""escalate_to_merchant"": 0.55440509, ""payment_link"": 0.69303352, ""retry_payment"": 0.68316877, ""whatsapp_reminder"": 0.72269917}","{""escalate_to_merchant"": 722.89, ""payment_link"": 923.9, ""retry_payment"": 918.59, ""whatsapp_reminder"": 966.17}",False,True,recovery_policy_v3,True
TXN0000029284,C005342,2,fallback,payment_link,customer_decline,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.55440509, ""payment_link"": 0.69303352, ""retry_payment"": 0.68316877, ""whatsapp_reminder"": 0.72269917}","{""escalate_to_merchant"": 722.89, ""payment_link"": 923.9, ""retry_payment"": 918.59, ""whatsapp_reminder"": 951.17}",True,True,recovery_policy_v3,True
TXN0000209482,C008562,1,allow,payment_link,customer_decline,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:18.78"", ""probability_margin:0.0232864""]","{""escalate_to_merchant"": 0.5035184, ""payment_link"": 0.65548283, ""retry_payment"": 0.6186018, ""whatsapp_reminder"": 0.63219643}","{""escalate_to_merchant"": 429.68, ""payment_link"": 580.9, ""retry_payment"": 555.6, ""whatsapp_reminder"": 562.12}",False,True,recovery_policy_v3,True
TXN0000146659,C000266,1,fallback,retry_payment,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.47809586, ""payment_link"": 0.63661218, ""retry_payment"": 0.5962823, ""whatsapp_reminder"": 0.65147692}","{""escalate_to_merchant"": 171.02, ""payment_link"": 250.01, ""retry_payment"": 241.48, ""whatsapp_reminder"": 258.36}",True,True,recovery_policy_v3,True
TXN0000155457,C006900,1,allow,payment_link,technical_retryable,"[""eligible"", ""contextually_supported_or_manual"", ""highest_risk_adjusted_expected_value"", ""expected_value_margin:48.07"", ""probability_margin:0.03213197""]","{""escalate_to_merchant"": 0.43521151, ""payment_link"": 0.61332327, ""retry_payment"": 0.5811913, ""whatsapp_reminder"": 0.61278224}","{""escalate_to_merchant"": 734.44, ""payment_link"": 1059.25, ""retry_payment"": 1011.18, ""whatsapp_reminder"": 1060.56}",False,True,recovery_policy_v3,True
TXN0000155457,C006900,2,fallback,retry_payment,technical_retryable,"[""decision_uncertain"", ""expected_value_margin:None"", ""probability_margin:None""]","{""escalate_to_merchant"": 0.43521151, ""payment_link"": 0.61332327, ""retry_payment"": 0.5811913, ""whatsapp_reminder"": 0.61278224}","{""escalate_to_merchant"": 734.44, ""payment_link"": 1054.25, ""retry_payment"": 1011.18, ""whatsapp_reminder"": 1060.56}",True,True,recovery_policy_v3,True
TXN0000155457,C006900,3,block,,technical_retryable,"[""recent_intervention_limit_requires_escalation"", ""failure_matrix:block""]","{""escalate_to_merchant"": 0.43521151, ""payment_link"": 0.61332327, ""retry_payment"": 0.5811913, ""whatsapp_reminder"": 0.61278224}","{""escalate_to_merchant"": 734.44, ""payment_link"": 1054.25, ""retry_payment"": 1006.18, ""whatsapp_reminder"": 1060.56}",True,False,recovery_policy_v3,True
TXN0000090329,C008610,1,stop,,authentication_required,"[""customer_opted_out""]","{""escalate_to_merchant"": 0.48831159, ""payment_link"": 0.70861185, ""retry_payment"": 0.6248008, ""whatsapp_reminder"": 0.68614995}","{""escalate_to_merchant"": 593.69, ""payment_link"": 886.81, ""retry_payment"": 788.62, ""whatsapp_reminder"": 860.6}",False,False,recovery_policy_v3,True
