payment_id,customer_id,prediction_time,logged_action,logging_probability,logged_recovered,base_policy_intervention,fraud_flag,raw_best_action,selected_action,selected_probability,decision_margin,fallback_used,decision_reason,selected_action_supported,candidate_actions,predicted_retry_payment_probability,retry_payment_support_count,retry_payment_support_ess,retry_payment_supported,predicted_payment_link_probability,payment_link_support_count,payment_link_support_ess,payment_link_supported,predicted_whatsapp_reminder_probability,whatsapp_reminder_support_count,whatsapp_reminder_support_ess,whatsapp_reminder_supported,predicted_escalate_to_merchant_probability,escalate_to_merchant_support_count,escalate_to_merchant_support_ess,escalate_to_merchant_supported
TXN0000093654,C000209,2024-11-12 18:17:08,retry_payment,0.90000000,1,retry_payment,0,whatsapp_reminder,retry_payment,0.59841937,0.00681609,True,insufficient_probability_margin,True,"{""escalate_to_merchant"": {""action_count"": 213, ""effective_sample_size"": 29.38877094, ""probability"": 0.49025053, ""supported"": true}, ""payment_link"": {""action_count"": 55, ""effective_sample_size"": 23.54174517, ""probability"": 0.57150191, ""supported"": true}, ""retry_payment"": {""action_count"": 134, ""effective_sample_size"": 25.67475706, ""probability"": 0.59841937, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 69, ""effective_sample_size"": 17.37637634, ""probability"": 0.60523546, ""supported"": true}}",0.59841937,134,25.67475706,True,0.57150191,55,23.54174517,True,0.60523546,69,17.37637634,True,0.49025053,213,29.38877094,True
TXN0000246929,C003822,2024-11-12 18:19:05,retry_payment,0.90000000,1,retry_payment,0,whatsapp_reminder,whatsapp_reminder,0.68860728,0.02846038,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 65, ""effective_sample_size"": 18.84615345, ""probability"": 0.46308526, ""supported"": true}, ""payment_link"": {""action_count"": 218, ""effective_sample_size"": 30.47265689, ""probability"": 0.66014689, ""supported"": true}, ""retry_payment"": {""action_count"": 129, ""effective_sample_size"": 19.07760664, ""probability"": 0.62831038, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 34, ""effective_sample_size"": 21.95535821, ""probability"": 0.68860728, ""supported"": true}}",0.62831038,129,19.07760664,True,0.66014689,218,30.47265689,True,0.68860728,34,21.95535821,True,0.46308526,65,18.84615345,True
TXN0000016005,C002168,2024-11-12 18:54:53,retry_payment,0.90000000,0,retry_payment,0,payment_link,retry_payment,0.67313927,0.01475435,True,insufficient_probability_margin,True,"{""escalate_to_merchant"": {""action_count"": 65, ""effective_sample_size"": 18.84615345, ""probability"": 0.50114286, ""supported"": true}, ""payment_link"": {""action_count"": 218, ""effective_sample_size"": 30.47265689, ""probability"": 0.72440583, ""supported"": true}, ""retry_payment"": {""action_count"": 129, ""effective_sample_size"": 19.07760664, ""probability"": 0.67313927, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 34, ""effective_sample_size"": 21.95535821, ""probability"": 0.70965147, ""supported"": true}}",0.67313927,129,19.07760664,True,0.72440583,218,30.47265689,True,0.70965147,34,21.95535821,True,0.50114286,65,18.84615345,True
TXN0000227201,C006701,2024-11-12 19:01:35,escalate_to_merchant,0.90000000,1,escalate_to_merchant,0,payment_link,retry_payment,0.48364958,0.00697666,True,insufficient_probability_margin,True,"{""escalate_to_merchant"": {""action_count"": 65, ""effective_sample_size"": 18.84615345, ""probability"": 0.34475961, ""supported"": true}, ""payment_link"": {""action_count"": 218, ""effective_sample_size"": 30.47265689, ""probability"": 0.5152446, ""supported"": true}, ""retry_payment"": {""action_count"": 129, ""effective_sample_size"": 19.07760664, ""probability"": 0.48364958, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 34, ""effective_sample_size"": 21.95535821, ""probability"": 0.50826794, ""supported"": true}}",0.48364958,129,19.07760664,True,0.51524460,218,30.47265689,True,0.50826794,34,21.95535821,True,0.34475961,65,18.84615345,True
TXN0000108259,C003842,2024-11-12 19:36:53,retry_payment,0.90000000,1,retry_payment,0,payment_link,whatsapp_reminder,0.71902001,0.10370165,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 88, ""effective_sample_size"": 12.6942991, ""probability"": 0.61531836, ""supported"": true}, ""payment_link"": {""action_count"": 6, ""effective_sample_size"": 6.0, ""probability"": 0.73213059, ""supported"": false}, ""retry_payment"": {""action_count"": 49, ""effective_sample_size"": 7.90577463, ""probability"": 0.67486703, ""supported"": false}, ""whatsapp_reminder"": {""action_count"": 63, ""effective_sample_size"": 11.63500628, ""probability"": 0.71902001, ""supported"": true}}",0.67486703,49,7.90577463,False,0.73213059,6,6.00000000,False,0.71902001,63,11.63500628,True,0.61531836,88,12.69429910,True
TXN0000180178,C007102,2024-11-12 19:52:29,retry_payment,0.90000000,1,retry_payment,0,payment_link,whatsapp_reminder,0.67965567,0.02446038,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 211, ""effective_sample_size"": 29.09046962, ""probability"": 0.5336082, ""supported"": true}, ""payment_link"": {""action_count"": 17, ""effective_sample_size"": 16.07278182, ""probability"": 0.68936008, ""supported"": false}, ""retry_payment"": {""action_count"": 172, ""effective_sample_size"": 27.72056966, ""probability"": 0.6551953, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 66, ""effective_sample_size"": 18.92736169, ""probability"": 0.67965567, ""supported"": true}}",0.65519530,172,27.72056966,True,0.68936008,17,16.07278182,False,0.67965567,66,18.92736169,True,0.53360820,211,29.09046962,True
TXN0000164329,C005940,2024-11-12 20:18:21,payment_link,0.03333333,1,retry_payment,0,whatsapp_reminder,whatsapp_reminder,0.64384693,0.02338833,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 512, ""effective_sample_size"": 71.09486331, ""probability"": 0.467354, ""supported"": true}, ""payment_link"": {""action_count"": 241, ""effective_sample_size"": 49.77543607, ""probability"": 0.6204586, ""supported"": true}, ""retry_payment"": {""action_count"": 362, ""effective_sample_size"": 56.55389812, ""probability"": 0.61892575, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 96, ""effective_sample_size"": 34.06733257, ""probability"": 0.64384693, ""supported"": true}}",0.61892575,362,56.55389812,True,0.62045860,241,49.77543607,True,0.64384693,96,34.06733257,True,0.46735400,512,71.09486331,True
TXN0000054117,C009903,2024-11-12 20:30:08,retry_payment,0.90000000,1,retry_payment,0,whatsapp_reminder,retry_payment,0.71898288,,True,single_supported_candidate,True,"{""escalate_to_merchant"": {""action_count"": 8, ""effective_sample_size"": 8.0, ""probability"": 0.60970193, ""supported"": false}, ""payment_link"": {""action_count"": 3, ""effective_sample_size"": 3.0, ""probability"": 0.7376523, ""supported"": false}, ""retry_payment"": {""action_count"": 58, ""effective_sample_size"": 8.97709815, ""probability"": 0.71898288, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 24, ""effective_sample_size"": 3.90270249, ""probability"": 0.74441355, ""supported"": false}}",0.71898288,58,8.97709815,True,0.73765230,3,3.00000000,False,0.74441355,24,3.90270249,False,0.60970193,8,8.00000000,False
TXN0000137864,C006593,2024-11-12 21:24:51,escalate_to_merchant,0.90000000,1,escalate_to_merchant,0,payment_link,retry_payment,0.67337859,0.00608546,True,insufficient_probability_margin,True,"{""escalate_to_merchant"": {""action_count"": 694, ""effective_sample_size"": 97.85794, ""probability"": 0.56868339, ""supported"": true}, ""payment_link"": {""action_count"": 85, ""effective_sample_size"": 37.80492775, ""probability"": 0.70870614, ""supported"": true}, ""retry_payment"": {""action_count"": 359, ""effective_sample_size"": 56.24386377, ""probability"": 0.67337859, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 126, ""effective_sample_size"": 41.91580028, ""probability"": 0.70262069, ""supported"": true}}",0.67337859,359,56.24386377,True,0.70870614,85,37.80492775,True,0.70262069,126,41.91580028,True,0.56868339,694,97.85794000,True
TXN0000130492,C007285,2024-11-12 21:37:06,whatsapp_reminder,0.90000000,1,whatsapp_reminder,0,whatsapp_reminder,whatsapp_reminder,0.67902476,0.03965461,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 211, ""effective_sample_size"": 29.09046962, ""probability"": 0.54352385, ""supported"": true}, ""payment_link"": {""action_count"": 17, ""effective_sample_size"": 16.07278182, ""probability"": 0.6609025, ""supported"": false}, ""retry_payment"": {""action_count"": 172, ""effective_sample_size"": 27.72056966, ""probability"": 0.63937014, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 66, ""effective_sample_size"": 18.92736169, ""probability"": 0.67902476, ""supported"": true}}",0.63937014,172,27.72056966,True,0.66090250,17,16.07278182,False,0.67902476,66,18.92736169,True,0.54352385,211,29.09046962,True
TXN0000040479,C003887,2024-11-12 21:40:54,retry_payment,0.90000000,1,retry_payment,0,payment_link,payment_link,0.78902555,0.02656579,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 512, ""effective_sample_size"": 71.09486331, ""probability"": 0.6074571, ""supported"": true}, ""payment_link"": {""action_count"": 241, ""effective_sample_size"": 49.77543607, ""probability"": 0.78902555, ""supported"": true}, ""retry_payment"": {""action_count"": 362, ""effective_sample_size"": 56.55389812, ""probability"": 0.76245975, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 96, ""effective_sample_size"": 34.06733257, ""probability"": 0.75343496, ""supported"": true}}",0.76245975,362,56.55389812,True,0.78902555,241,49.77543607,True,0.75343496,96,34.06733257,True,0.60745710,512,71.09486331,True
TXN0000035723,C004288,2024-11-13 02:17:22,whatsapp_reminder,0.03333333,0,escalate_to_merchant,0,payment_link,retry_payment,0.48376635,0.00062233,True,insufficient_probability_margin,True,"{""escalate_to_merchant"": {""action_count"": 213, ""effective_sample_size"": 29.38877094, ""probability"": 0.34858438, ""supported"": true}, ""payment_link"": {""action_count"": 55, ""effective_sample_size"": 23.54174517, ""probability"": 0.53836024, ""supported"": true}, ""retry_payment"": {""action_count"": 134, ""effective_sample_size"": 25.67475706, ""probability"": 0.48376635, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 69, ""effective_sample_size"": 17.37637634, ""probability"": 0.53773791, ""supported"": true}}",0.48376635,134,25.67475706,True,0.53836024,55,23.54174517,True,0.53773791,69,17.37637634,True,0.34858438,213,29.38877094,True
TXN0000148393,C003500,2024-11-13 06:46:59,retry_payment,0.90000000,1,retry_payment,0,whatsapp_reminder,retry_payment,0.63239628,,True,single_supported_candidate,True,"{""escalate_to_merchant"": {""action_count"": 8, ""effective_sample_size"": 8.0, ""probability"": 0.470117, ""supported"": false}, ""payment_link"": {""action_count"": 3, ""effective_sample_size"": 3.0, ""probability"": 0.64233065, ""supported"": false}, ""retry_payment"": {""action_count"": 58, ""effective_sample_size"": 8.97709815, ""probability"": 0.63239628, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 24, ""effective_sample_size"": 3.90270249, ""probability"": 0.663077, ""supported"": false}}",0.63239628,58,8.97709815,True,0.64233065,3,3.00000000,False,0.66307700,24,3.90270249,False,0.47011700,8,8.00000000,False
TXN0000121491,C006392,2024-11-13 08:15:32,escalate_to_merchant,0.90000000,1,escalate_to_merchant,0,payment_link,retry_payment,0.60888445,0.01479328,True,insufficient_probability_margin,True,"{""escalate_to_merchant"": {""action_count"": 512, ""effective_sample_size"": 71.09486331, ""probability"": 0.44529766, ""supported"": true}, ""payment_link"": {""action_count"": 241, ""effective_sample_size"": 49.77543607, ""probability"": 0.65031922, ""supported"": true}, ""retry_payment"": {""action_count"": 362, ""effective_sample_size"": 56.55389812, ""probability"": 0.60888445, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 96, ""effective_sample_size"": 34.06733257, ""probability"": 0.63552594, ""supported"": true}}",0.60888445,362,56.55389812,True,0.65031922,241,49.77543607,True,0.63552594,96,34.06733257,True,0.44529766,512,71.09486331,True
TXN0000062090,C001656,2024-11-13 08:56:19,whatsapp_reminder,0.90000000,1,whatsapp_reminder,0,payment_link,retry_payment,0.67251843,,True,single_supported_candidate,True,"{""escalate_to_merchant"": {""action_count"": 12, ""effective_sample_size"": 3.68852452, ""probability"": 0.58916247, ""supported"": false}, ""payment_link"": {""action_count"": 2, ""effective_sample_size"": 2.0, ""probability"": 0.72779924, ""supported"": false}, ""retry_payment"": {""action_count"": 47, ""effective_sample_size"": 47.0, ""probability"": 0.67251843, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 21, ""effective_sample_size"": 3.60798899, ""probability"": 0.72614861, ""supported"": false}}",0.67251843,47,47.00000000,True,0.72779924,2,2.00000000,False,0.72614861,21,3.60798899,False,0.58916247,12,3.68852452,False
TXN0000231782,C003025,2024-11-13 09:04:34,retry_payment,0.90000000,0,retry_payment,0,payment_link,payment_link,0.59030586,0.02944130,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 65, ""effective_sample_size"": 18.84615345, ""probability"": 0.37893793, ""supported"": true}, ""payment_link"": {""action_count"": 218, ""effective_sample_size"": 30.47265689, ""probability"": 0.59030586, ""supported"": true}, ""retry_payment"": {""action_count"": 129, ""effective_sample_size"": 19.07760664, ""probability"": 0.52311343, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 34, ""effective_sample_size"": 21.95535821, ""probability"": 0.56086457, ""supported"": true}}",0.52311343,129,19.07760664,True,0.59030586,218,30.47265689,True,0.56086457,34,21.95535821,True,0.37893793,65,18.84615345,True
TXN0000064555,C004801,2024-11-13 10:40:06,retry_payment,0.90000000,0,retry_payment,0,whatsapp_reminder,whatsapp_reminder,0.67161202,0.01835191,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 65, ""effective_sample_size"": 18.84615345, ""probability"": 0.45333672, ""supported"": true}, ""payment_link"": {""action_count"": 218, ""effective_sample_size"": 30.47265689, ""probability"": 0.65326011, ""supported"": true}, ""retry_payment"": {""action_count"": 129, ""effective_sample_size"": 19.07760664, ""probability"": 0.59588772, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 34, ""effective_sample_size"": 21.95535821, ""probability"": 0.67161202, ""supported"": true}}",0.59588772,129,19.07760664,True,0.65326011,218,30.47265689,True,0.67161202,34,21.95535821,True,0.45333672,65,18.84615345,True
TXN0000156034,C002069,2024-11-13 10:42:53,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,payment_link,retry_payment,0.40361083,0.01240158,True,insufficient_probability_margin,True,"{""escalate_to_merchant"": {""action_count"": 213, ""effective_sample_size"": 29.38877094, ""probability"": 0.30139366, ""supported"": true}, ""payment_link"": {""action_count"": 55, ""effective_sample_size"": 23.54174517, ""probability"": 0.47845927, ""supported"": true}, ""retry_payment"": {""action_count"": 134, ""effective_sample_size"": 25.67475706, ""probability"": 0.40361083, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 69, ""effective_sample_size"": 17.37637634, ""probability"": 0.46605769, ""supported"": true}}",0.40361083,134,25.67475706,True,0.47845927,55,23.54174517,True,0.46605769,69,17.37637634,True,0.30139366,213,29.38877094,True
TXN0000233309,C003995,2024-11-13 12:11:42,whatsapp_reminder,0.90000000,1,whatsapp_reminder,0,payment_link,retry_payment,0.50015920,,True,single_supported_candidate,True,"{""escalate_to_merchant"": {""action_count"": 8, ""effective_sample_size"": 8.0, ""probability"": 0.44197828, ""supported"": false}, ""payment_link"": {""action_count"": 3, ""effective_sample_size"": 3.0, ""probability"": 0.56963015, ""supported"": false}, ""retry_payment"": {""action_count"": 58, ""effective_sample_size"": 8.97709815, ""probability"": 0.5001592, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 24, ""effective_sample_size"": 3.90270249, ""probability"": 0.5318985, ""supported"": false}}",0.50015920,58,8.97709815,True,0.56963015,3,3.00000000,False,0.53189850,24,3.90270249,False,0.44197828,8,8.00000000,False
TXN0000084064,C006854,2024-11-13 13:03:22,escalate_to_merchant,0.03333333,1,whatsapp_reminder,0,payment_link,retry_payment,0.55659062,0.00409591,True,insufficient_probability_margin,True,"{""escalate_to_merchant"": {""action_count"": 694, ""effective_sample_size"": 97.85794, ""probability"": 0.42719132, ""supported"": true}, ""payment_link"": {""action_count"": 85, ""effective_sample_size"": 37.80492775, ""probability"": 0.61527348, ""supported"": true}, ""retry_payment"": {""action_count"": 359, ""effective_sample_size"": 56.24386377, ""probability"": 0.55659062, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 126, ""effective_sample_size"": 41.91580028, ""probability"": 0.61117756, ""supported"": true}}",0.55659062,359,56.24386377,True,0.61527348,85,37.80492775,True,0.61117756,126,41.91580028,True,0.42719132,694,97.85794000,True
TXN0000052860,C004744,2024-11-13 13:21:13,retry_payment,0.90000000,1,retry_payment,0,payment_link,payment_link,0.74058539,0.04457200,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 196, ""effective_sample_size"": 56.61961283, ""probability"": 0.53068244, ""supported"": true}, ""payment_link"": {""action_count"": 625, ""effective_sample_size"": 91.91881191, ""probability"": 0.74058539, ""supported"": true}, ""retry_payment"": {""action_count"": 387, ""effective_sample_size"": 66.60326136, ""probability"": 0.67587376, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 50, ""effective_sample_size"": 36.09870729, ""probability"": 0.69601339, ""supported"": true}}",0.67587376,387,66.60326136,True,0.74058539,625,91.91881191,True,0.69601339,50,36.09870729,True,0.53068244,196,56.61961283,True
TXN0000211635,C007494,2024-11-13 13:52:25,whatsapp_reminder,0.90000000,0,whatsapp_reminder,0,payment_link,whatsapp_reminder,0.59732181,0.06190807,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 237, ""effective_sample_size"": 33.53941007, ""probability"": 0.45422927, ""supported"": true}, ""payment_link"": {""action_count"": 9, ""effective_sample_size"": 9.0, ""probability"": 0.59742552, ""supported"": false}, ""retry_payment"": {""action_count"": 126, ""effective_sample_size"": 18.74890631, ""probability"": 0.53541374, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 73, ""effective_sample_size"": 15.08078281, ""probability"": 0.59732181, ""supported"": true}}",0.53541374,126,18.74890631,True,0.59742552,9,9.00000000,False,0.59732181,73,15.08078281,True,0.45422927,237,33.53941007,True
TXN0000031852,C000181,2024-11-13 14:31:42,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,payment_link,payment_link,0.64410925,0.02678299,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 694, ""effective_sample_size"": 97.85794, ""probability"": 0.46095699, ""supported"": true}, ""payment_link"": {""action_count"": 85, ""effective_sample_size"": 37.80492775, ""probability"": 0.64410925, ""supported"": true}, ""retry_payment"": {""action_count"": 359, ""effective_sample_size"": 56.24386377, ""probability"": 0.58396769, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 126, ""effective_sample_size"": 41.91580028, ""probability"": 0.61732626, ""supported"": true}}",0.58396769,359,56.24386377,True,0.64410925,85,37.80492775,True,0.61732626,126,41.91580028,True,0.46095699,694,97.85794000,True
TXN0000014290,C005658,2024-11-13 14:52:50,retry_payment,0.90000000,1,retry_payment,0,whatsapp_reminder,retry_payment,0.50705576,,True,single_supported_candidate,True,"{""escalate_to_merchant"": {""action_count"": 12, ""effective_sample_size"": 3.68852452, ""probability"": 0.46111014, ""supported"": false}, ""payment_link"": {""action_count"": 2, ""effective_sample_size"": 2.0, ""probability"": 0.53998953, ""supported"": false}, ""retry_payment"": {""action_count"": 47, ""effective_sample_size"": 47.0, ""probability"": 0.50705576, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 21, ""effective_sample_size"": 3.60798899, ""probability"": 0.58696645, ""supported"": false}}",0.50705576,47,47.00000000,True,0.53998953,2,2.00000000,False,0.58696645,21,3.60798899,False,0.46111014,12,3.68852452,False
TXN0000171492,C000884,2024-11-13 15:43:45,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,payment_link,retry_payment,0.51154906,0.00376916,True,insufficient_probability_margin,True,"{""escalate_to_merchant"": {""action_count"": 694, ""effective_sample_size"": 97.85794, ""probability"": 0.38072422, ""supported"": true}, ""payment_link"": {""action_count"": 85, ""effective_sample_size"": 37.80492775, ""probability"": 0.54702425, ""supported"": true}, ""retry_payment"": {""action_count"": 359, ""effective_sample_size"": 56.24386377, ""probability"": 0.51154906, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 126, ""effective_sample_size"": 41.91580028, ""probability"": 0.54325509, ""supported"": true}}",0.51154906,359,56.24386377,True,0.54702425,85,37.80492775,True,0.54325509,126,41.91580028,True,0.38072422,694,97.85794000,True
TXN0000213216,C004109,2024-11-13 16:17:24,retry_payment,0.90000000,1,retry_payment,0,whatsapp_reminder,retry_payment,0.75096112,0.01147497,True,insufficient_probability_margin,True,"{""escalate_to_merchant"": {""action_count"": 65, ""effective_sample_size"": 18.84615345, ""probability"": 0.64633143, ""supported"": true}, ""payment_link"": {""action_count"": 218, ""effective_sample_size"": 30.47265689, ""probability"": 0.79190397, ""supported"": true}, ""retry_payment"": {""action_count"": 129, ""effective_sample_size"": 19.07760664, ""probability"": 0.75096112, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 34, ""effective_sample_size"": 21.95535821, ""probability"": 0.80337894, ""supported"": true}}",0.75096112,129,19.07760664,True,0.79190397,218,30.47265689,True,0.80337894,34,21.95535821,True,0.64633143,65,18.84615345,True
TXN0000207023,C004236,2024-11-13 16:33:43,escalate_to_merchant,0.90000000,1,escalate_to_merchant,0,payment_link,escalate_to_merchant,0.29497528,,True,no_supported_candidate_safety_fallback,False,"{""escalate_to_merchant"": {""action_count"": 11, ""effective_sample_size"": 2.7055214, ""probability"": 0.29497528, ""supported"": false}, ""payment_link"": {""action_count"": 8, ""effective_sample_size"": 4.29589038, ""probability"": 0.50716275, ""supported"": false}, ""retry_payment"": {""action_count"": 49, ""effective_sample_size"": 7.2393814, ""probability"": 0.45259914, ""supported"": false}, ""whatsapp_reminder"": {""action_count"": 23, ""effective_sample_size"": 3.80324523, ""probability"": 0.47675493, ""supported"": false}}",0.45259914,49,7.23938140,False,0.50716275,8,4.29589038,False,0.47675493,23,3.80324523,False,0.29497528,11,2.70552140,False
TXN0000228588,C007836,2024-11-13 17:04:30,retry_payment,0.90000000,1,retry_payment,0,payment_link,escalate_to_merchant,0.46920964,,True,no_supported_candidate_safety_fallback,False,"{""escalate_to_merchant"": {""action_count"": 11, ""effective_sample_size"": 2.7055214, ""probability"": 0.46920964, ""supported"": false}, ""payment_link"": {""action_count"": 8, ""effective_sample_size"": 4.29589038, ""probability"": 0.68994254, ""supported"": false}, ""retry_payment"": {""action_count"": 49, ""effective_sample_size"": 7.2393814, ""probability"": 0.62042391, ""supported"": false}, ""whatsapp_reminder"": {""action_count"": 23, ""effective_sample_size"": 3.80324523, ""probability"": 0.68161362, ""supported"": false}}",0.62042391,49,7.23938140,False,0.68994254,8,4.29589038,False,0.68161362,23,3.80324523,False,0.46920964,11,2.70552140,False
TXN0000197833,C000085,2024-11-13 17:18:35,escalate_to_merchant,0.90000000,0,escalate_to_merchant,0,payment_link,retry_payment,0.61683488,0.01666528,True,insufficient_probability_margin,True,"{""escalate_to_merchant"": {""action_count"": 512, ""effective_sample_size"": 71.09486331, ""probability"": 0.48032746, ""supported"": true}, ""payment_link"": {""action_count"": 241, ""effective_sample_size"": 49.77543607, ""probability"": 0.65873498, ""supported"": true}, ""retry_payment"": {""action_count"": 362, ""effective_sample_size"": 56.55389812, ""probability"": 0.61683488, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 96, ""effective_sample_size"": 34.06733257, ""probability"": 0.6420697, ""supported"": true}}",0.61683488,362,56.55389812,True,0.65873498,241,49.77543607,True,0.64206970,96,34.06733257,True,0.48032746,512,71.09486331,True
TXN0000227529,C003887,2024-11-13 17:36:17,retry_payment,0.90000000,1,retry_payment,0,payment_link,whatsapp_reminder,0.45203793,0.10235459,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 88, ""effective_sample_size"": 12.6942991, ""probability"": 0.34968334, ""supported"": true}, ""payment_link"": {""action_count"": 6, ""effective_sample_size"": 6.0, ""probability"": 0.48957163, ""supported"": false}, ""retry_payment"": {""action_count"": 49, ""effective_sample_size"": 7.90577463, ""probability"": 0.44835299, ""supported"": false}, ""whatsapp_reminder"": {""action_count"": 63, ""effective_sample_size"": 11.63500628, ""probability"": 0.45203793, ""supported"": true}}",0.44835299,49,7.90577463,False,0.48957163,6,6.00000000,False,0.45203793,63,11.63500628,True,0.34968334,88,12.69429910,True
TXN0000046943,C009907,2024-11-13 17:40:49,escalate_to_merchant,0.90000000,1,escalate_to_merchant,0,payment_link,whatsapp_reminder,0.62308103,0.05467266,False,highest_supported_probability,True,"{""escalate_to_merchant"": {""action_count"": 211, ""effective_sample_size"": 29.09046962, ""probability"": 0.49201548, ""supported"": true}, ""payment_link"": {""action_count"": 17, ""effective_sample_size"": 16.07278182, ""probability"": 0.63434368, ""supported"": false}, ""retry_payment"": {""action_count"": 172, ""effective_sample_size"": 27.72056966, ""probability"": 0.56840837, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 66, ""effective_sample_size"": 18.92736169, ""probability"": 0.62308103, ""supported"": true}}",0.56840837,172,27.72056966,True,0.63434368,17,16.07278182,False,0.62308103,66,18.92736169,True,0.49201548,211,29.09046962,True
TXN0000043116,C001311,2024-11-13 17:52:06,payment_link,0.90000000,1,payment_link,0,whatsapp_reminder,retry_payment,0.55254704,0.00912040,True,insufficient_probability_margin,True,"{""escalate_to_merchant"": {""action_count"": 65, ""effective_sample_size"": 18.84615345, ""probability"": 0.41928738, ""supported"": true}, ""payment_link"": {""action_count"": 218, ""effective_sample_size"": 30.47265689, ""probability"": 0.58920747, ""supported"": true}, ""retry_payment"": {""action_count"": 129, ""effective_sample_size"": 19.07760664, ""probability"": 0.55254704, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 34, ""effective_sample_size"": 21.95535821, ""probability"": 0.59832788, ""supported"": true}}",0.55254704,129,19.07760664,True,0.58920747,218,30.47265689,True,0.59832788,34,21.95535821,True,0.41928738,65,18.84615345,True
TXN0000185279,C005863,2024-11-13 17:52:39,retry_payment,0.90000000,1,retry_payment,0,whatsapp_reminder,escalate_to_merchant,0.58431339,,True,no_supported_candidate_safety_fallback,False,"{""escalate_to_merchant"": {""action_count"": 11, ""effective_sample_size"": 2.7055214, ""probability"": 0.58431339, ""supported"": false}, ""payment_link"": {""action_count"": 8, ""effective_sample_size"": 4.29589038, ""probability"": 0.72555476, ""supported"": false}, ""retry_payment"": {""action_count"": 49, ""effective_sample_size"": 7.2393814, ""probability"": 0.71488142, ""supported"": false}, ""whatsapp_reminder"": {""action_count"": 23, ""effective_sample_size"": 3.80324523, ""probability"": 0.74107236, ""supported"": false}}",0.71488142,49,7.23938140,False,0.72555476,8,4.29589038,False,0.74107236,23,3.80324523,False,0.58431339,11,2.70552140,False
TXN0000183634,C001131,2024-11-13 18:43:53,retry_payment,0.90000000,1,retry_payment,0,payment_link,retry_payment,0.58733392,0.00543022,True,insufficient_probability_margin,True,"{""escalate_to_merchant"": {""action_count"": 512, ""effective_sample_size"": 71.09486331, ""probability"": 0.49982458, ""supported"": true}, ""payment_link"": {""action_count"": 241, ""effective_sample_size"": 49.77543607, ""probability"": 0.64051372, ""supported"": true}, ""retry_payment"": {""action_count"": 362, ""effective_sample_size"": 56.55389812, ""probability"": 0.58733392, ""supported"": true}, ""whatsapp_reminder"": {""action_count"": 96, ""effective_sample_size"": 34.06733257, ""probability"": 0.6350835, ""supported"": true}}",0.58733392,362,56.55389812,True,0.64051372,241,49.77543607,True,0.63508350,96,34.06733257,True,0.49982458,512,71.09486331,True
